LINEA;ID;COBROS
AGRO;CEQ148429;13,820.73
AGRO;CEQ148430;20,710.02
AGRO;CEQ148431;9,053.53
AGRO;CEQ148432;33,634.94
AGRO;CEQ148433;4,415.46
AGRO;CEQ148434;23,586.32
AGRO;CEQ148435;3,447.64
AGRO;CEQ148436;68,063.15
AGRO;CEQ148437;27,373.52
AGRO;CEQ148438;5,806.48
AGRO;CEQ148439;100,518.75
AGRO;CEQ148440;50,791.90
AGRO;CEQ148441;8,334.21
AGRO;CEQ148442;20,064.84
AGRO;CEQ148443;26,856.47
AGRO;CEQ148444;4,840.02
AGRO;CEQ148445;8,521.65
AGRO;CEQ148446;10,845.08
AGRO;CEQ148447;61,502.21
AGRO;CEQ148448;5,946.51
AGRO;CEQ148449;45,137.70
AGRO;CEQ148450;27,957.03
AGRO;CEQ148451;1,572.96
AGRO;CEQ148452;766.57
AGRO;CEQ148453;6,774.57
AGRO;CEQ148454;1,709.37
AGRO;CEQ148455;23,551.98
AGRO;CEQ148456;1,729.62
AGRO;CEQ148457;15,133.65
AGRO;CEQ148458;13,968.73
AGRO;CEQ148459;9,546.85
AGRO;CEQ148460;4,097.60
AGRO;CEQ148461;6,222.26
AGRO;CEQ148462;4,826.10
AGRO;CEQ148463;4,779.76
AGRO;CEQ148464;11,098.94
AGRO;CEQ148465;3,775.79
AGRO;CEQ148466;15,735.25
AGRO;CEQ148467;7,311.28
AGRO;CEQ148468;2,785.48
AGRO;CEQ148469;4,629.43
AGRO;CEQ148470;12,306.34
AGRO;CEQ148471;368.15
AGRO;CEQ148472;10,318.74
AGRO;CEQ148473;25,378.26
AGRO;CEQ148474;30,516.06
AGRO;CEQ148475;7,881.29
AGRO;CEQ148476;75.00
AGRO;CEQ148477;4,143.32
AGRO;CEQ148478;4,337.49
AGRO;CEQ148479;5,164.37
AGRO;CEQ148480;64,309.66
AGRO;CEQ148481;20,799.77
AGRO;CEQ148482;4,546.86
AGRO;CEQ148483;18,005.97
AGRO;CEQ148484;1,054.00
AGRO;CEQ148485;11,112.23
AGRO;CEQ148486;3,910.10
AGRO;CEQ148487;36,339.54
AGRO;CEQ148488;10,944.10
AGRO;CEQ148489;11,908.07
AGRO;CEQ148490;182.63
AGRO;CEQ148491;5,427.01
AGRO;CEQ148492;13,406.32
AGRO;CEQ148493;16,857.52
AGRO;CEQ148494;11,316.37
AGRO;CEQ148495;21,474.34
AGRO;CEQ148496;9,990.35
AGRO;CEQ148497;24,475.14
AGRO;CEQ148498;11,771.89
AGRO;CEQ148499;5,952.76
AGRO;CEQ148500;44,134.42
AGRO;CEQ148501;29,281.99
AGRO;CEQ148502;14,111.61
AGRO;CEQ148503;673.49
AGRO;CEQ148504;13,994.18
AGRO;CEQ148505;6.30
AGRO;CEQ148506;5,445.38
AGRO;CEQ148507;5,069.15
AGRO;CEQ148508;3,725.23
AGRO;CEQ148509;5,675.01
AGRO;CEQ148510;23,865.45
AGRO;CEQ148511;1,258.95
AGRO;CEQ148512;3,223.81
AGRO;CEQ148513;13,269.47
AGRO;CEQ148514;1,525.04
AGRO;CEQ148515;71.55
AGRO;CEQ148516;1,717.54
AGRO;CEQ148517;1,009.56
AGRO;CEQ148518;628.70
AGRO;CEQ148519;2,576.48
AGRO;CEQ148520;6,771.13
AGRO;CEQ148521;15,989.36
AGRO;CEQ148522;85,482.26
AGRO;CEQ148523;154.06
AGRO;CEQ148524;3,119.06
AGRO;CEQ148525;3,303.04
AGRO;CEQ148526;810.22
AGRO;CEQ148527;2,517.08
AGRO;CEQ148528;4,697.45
AGRO;CEQ148529;5,948.84
AGRO;CEQ148530;27,590.05
AGRO;CEQ148531;1,366.28
AGRO;CEQ148532;171,806.01
AGRO;CEQ148533;11,815.99
AGRO;CEQ148534;11,206.99
AGRO;CEQ148535;30,094.23
AGRO;CEQ148536;8,126.62
AGRO;CEQ148537;2,196.30
AGRO;CEQ148538;6,112.05
AGRO;CEQ148539;1,039.69
AGRO;CEQ148540;6,204.07
AGRO;CEQ148541;26,936.82
AGRO;CEQ148542;1,203.04
AGRO;CEQ148543;11,014.86
AGRO;CEQ148544;15,719.03
AGRO;CEQ148545;12,373.90
AGRO;CEQ148546;5,532.53
AGRO;CEQ148547;2,505.51
AGRO;CEQ148548;38,435.79
AGRO;CEQ148549;9,951.44
AGRO;CEQ148550;116,164.03
AGRO;CEQ148551;1,613.45
AGRO;CEQ148552;1,400.00
AGRO;CEQ148553;23,991.15
AGRO;CEQ148554;16,214.54
AGRO;CEQ148555;8,299.82
AGRO;CEQ148556;4,249.58
AGRO;CEQ148557;7,993.06
AGRO;CEQ148558;236.23
AGRO;CEQ148559;2,042.90
AGRO;CEQ148560;165.53
AGRO;CEQ148561;25,208.11
AGRO;CEQ148562;27,146.22
AGRO;CEQ148563;6,131.43
AGRO;CEQ148564;40,460.67
AGRO;CEQ148565;31,660.49
AGRO;CEQ148566;22,223.85
AGRO;CEQ148567;58,673.86
AGRO;CEQ148568;5,365.68
AGRO;CEQ148569;17,460.16
AGRO;CEQ148570;4,316.39
AGRO;CEQ148571;12,381.26
AGRO;CEQ148572;21,714.91
AGRO;CEQ148573;11,274.88
AGRO;CEQ148574;19,047.73
AGRO;CEQ148575;18,489.04
AGRO;CEQ148576;11,138.48
AGRO;CEQ148577;2,076.30
AGRO;CEQ148578;3,875.90
AGRO;CEQ148579;291.80
AGRO;CEQ148580;21,881.52
AGRO;CEQ148581;1,959.77
AGRO;CEQ148582;6,202.12
AGRO;CEQ148583;1,593.02
AGRO;CEQ148584;7,036.36
AGRO;CEQ148585;914.76
AGRO;CEQ148586;2,921.80
AGRO;CEQ148587;811.08
AGRO;CEQ148588;2,956.57
AGRO;CEQ148589;70.00
AGRO;CEQ148590;34,723.51
AGRO;CEQ148591;10,981.21
AGRO;CEQ148592;27,352.78
AGRO;CEQ148593;51,275.85
AGRO;CEQ148594;14,230.36
AGRO;CEQ148595;28,252.15
AGRO;CEQ148596;12,566.47
AGRO;CEQ148597;10,731.76
AGRO;CEQ148598;34,269.53
AGRO;CEQ148599;30,957.04
AGRO;CEQ148600;15,105.99
AGRO;CEQ148601;25,157.30
AGRO;CEQ148602;22,376.52
AGRO;CEQ148603;3,273.54
AGRO;CEQ148604;1,625.24
AGRO;CEQ148605;11,721.40
AGRO;CEQ148606;2,813.66
AGRO;CEQ148607;20,557.69
AGRO;CEQ148608;8,195.41
AGRO;CEQ148609;51,777.33
AGRO;CEQ148610;8,186.39
AGRO;CEQ148611;7,867.07
AGRO;CEQ148612;17,361.87
AGRO;CEQ148613;5,730.83
AGRO;CEQ148614;573.44
AGRO;CEQ148615;12,292.74
AGRO;CEQ148616;32,675.62
AGRO;CEQ148617;13,982.30
AGRO;CEQ148618;45,849.21
AGRO;CEQ148619;13,022.48
AGRO;CEQ148620;1,077.91
AGRO;CEQ148621;24,247.25
AGRO;CEQ148622;2,892.86
AGRO;CEQ148623;27,941.76
AGRO;CEQ148624;45,996.39
AGRO;CEQ148625;22,252.47
AGRO;CEQ148626;12,814.71
AGRO;CEQ148627;2,883.78
AGRO;CEQ148628;15,223.08
AGRO;CEQ148629;3,436.68
AGRO;CEQ148630;8,116.95
AGRO;CEQ148631;11,881.77
AGRO;CEQ148632;10,748.88
AGRO;CEQ148633;18,250.47
AGRO;CEQ148634;5,095.49
AGRO;CEQ148635;44,760.68
AGRO;CEQ148636;31,414.47
AGRO;CEQ148637;13,744.62
AGRO;CEQ148638;10,699.12
AGRO;CEQ148639;68,271.33
AGRO;CEQ148640;8,075.34
AGRO;CEQ148641;18,961.37
AGRO;CEQ148642;1,582.15
AGRO;CEQ148643;14,806.45
AGRO;CEQ148644;29,477.22
AGRO;CEQ148645;46,331.05
AGRO;CEQ148646;31,815.31
AGRO;CEQ148647;7,705.43
AGRO;CEQ148648;4,951.25
AGRO;CEQ148649;277.22
AGRO;CEQ148650;7,966.99
AGRO;CEQ148651;665.94
AGRO;CEQ148652;3,977.02
AGRO;CEQ148653;1,202.13
AGRO;CEQ148654;635.24
AGRO;CEQ148655;4,290.56
AGRO;CEQ148656;3,586.35
AGRO;CEQ148657;7,036.36
AGRO;CEQ148658;2,813.66
AGRO;CEQ148659;6,066.68
AGRO;CEQ148660;2,275.52
AGRO;CEQ148661;5,069.90
AGRO;CEQ148662;6,765.60
AGRO;CEQ148663;816.55
AGRO;CEQ148664;13,691.49
AGRO;CEQ148665;7,820.65
AGRO;CEQ148666;29,808.87
AGRO;CEQ148667;61,450.13
AGRO;CEQ148668;6,822.62
AGRO;CEQ148669;25,907.17
AGRO;CEQ148670;6,129.31
AGRO;CEQ148671;1,506.52
AGRO;CEQ148672;11,183.63
AGRO;CEQ148673;16,029.55
AGRO;CEQ148674;5,137.49
AGRO;CEQ148675;30,157.17
AGRO;CEQ148676;1,223.53
AGRO;CEQ148677;4,871.30
AGRO;CEQ148678;11,474.07
AGRO;CEQ148679;9,168.01
AGRO;CEQ148680;5,652.22
AGRO;CEQ148681;454.64
AGRO;CEQ148682;9,652.74
AGRO;CEQ148683;48,991.81
AGRO;CEQ148684;10,137.36
AGRO;CEQ148685;83,535.41
AGRO;CEQ148686;9,168.09
AGRO;CEQ148687;7,690.25
AGRO;CEQ148688;20,488.94
AGRO;CEQ148689;1,379.33
AGRO;CEQ148690;19,650.92
AGRO;CEQ148691;12,648.71
AGRO;CEQ148692;10,242.42
AGRO;CEQ148693;31,381.85
AGRO;CEQ148694;2,349.90
AGRO;CEQ148695;53,698.72
AGRO;CEQ148696;17,373.62
AGRO;CEQ148697;20,773.22
AGRO;CEQ148698;25,851.98
AGRO;CEQ148699;6,667.90
AGRO;CEQ148700;9,707.64
AGRO;CEQ148701;18,871.88
AGRO;CEQ148702;34,776.80
AGRO;CEQ148703;25,462.31
AGRO;CEQ148704;48,933.61
AGRO;CEQ148705;16,137.29
AGRO;CEQ148706;32,019.35
AGRO;CEQ148707;11,519.09
AGRO;CEQ148708;15,546.57
AGRO;CEQ148709;54,465.57
AGRO;CEQ148710;7,146.65
AGRO;CEQ148711;26,688.55
AGRO;CEQ148712;243.44
AGRO;CEQ148713;33,910.31
AGRO;CEQ148714;30,008.48
AGRO;CEQ148715;9,538.65
AGRO;CEQ148716;692.05
AGRO;CEQ148717;4,920.74
AGRO;CEQ148718;12,246.75
AGRO;CEQ148719;8,082.12
AGRO;CEQ148720;2,703.62
AGRO;CEQ148721;4,143.56
AGRO;CEQ148722;3,366.57
AGRO;CEQ148723;3,718.02
AGRO;CEQ148724;2,240.01
AGRO;CEQ148725;6,446.50
AGRO;CEQ148726;10,925.86
AGRO;CEQ148727;1,110.00
AGRO;CEQ148728;8,089.52
AGRO;CEQ148729;9,537.75
AGRO;CEQ148730;14,635.26
AGRO;CEQ148731;43,347.25
AGRO;CEQ148732;2,518.02
AGRO;CEQ148733;7,032.40
AGRO;CEQ148734;6,404.64
AGRO;CEQ148735;14,697.73
AGRO;CEQ148736;25,704.18
AGRO;CEQ148737;6,401.73
AGRO;CEQ148738;11,785.47
AGRO;CEQ148739;14,339.37
AGRO;CEQ148740;17,220.35
AGRO;CEQ148741;23,607.62
AGRO;CEQ148742;33,687.08
AGRO;CEQ148743;90,849.49
AGRO;CEQ148744;43,655.23
AGRO;CEQ148745;13,490.22
AGRO;CEQ148746;5,722.72
AGRO;CEQ148747;13,914.88
AGRO;CEQ148748;13,385.89
AGRO;CEQ148749;2,043.11
AGRO;CEQ148750;17,340.14
AGRO;CEQ148751;28,493.60
AGRO;CEQ148752;37,632.30
AGRO;CEQ148753;115,850.50
AGRO;CEQ148754;15,785.05
AGRO;CEQ148755;47,672.77
AGRO;CEQ148756;57,274.00
AGRO;CEQ148757;87,720.35
AGRO;CEQ148758;76,659.97
AGRO;CEQ148759;17,011.40
AGRO;CEQ148760;26,722.73
AGRO;CEQ148761;2,565.85
AGRO;CEQ148762;2,000.00
AGRO;CEQ148763;2,307.21
AGRO;CEQ148764;4,962.58
AGRO;CEQ148765;1,500.00
AGRO;CEQ148766;2,769.47
AGRO;CEQ148767;4,628.89
AGRO;CEQ148768;1,103.11
AGRO;CEQ148769;532.83
AGRO;CEQ148770;2,975.24
AGRO;CEQ148771;4,268.00
AGRO;CEQ148772;4,009.43
AGRO;CEQ148773;8,761.67
AGRO;CEQ148774;47,688.92
AGRO;CEQ148775;9,289.09
AGRO;CEQ148776;5,095.13
AGRO;CEQ148777;2,573.74
AGRO;CEQ148778;4,991.85
AGRO;CEQ148779;11,407.35
AGRO;CEQ148780;5,000.00
AGRO;CEQ148781;4,629.30
AGRO;CEQ148782;2,166.35
AGRO;CEQ148783;1,055.38
AGRO;CEQ148784;1,111.02
AGRO;CEQ148785;6,000.00
AGRO;CEQ148786;1,497.00
AGRO;CEQ148787;2,678.00
AGRO;CEQ148788;7,663.91
AGRO;CEQ148789;2,625.82
AGRO;CEQ148790;5,994.81
AGRO;CEQ148791;976.37
AGRO;CEQ148792;3,500.00
AGRO;CEQ148793;270.84
AGRO;CEQ148794;2,526.78
AGRO;CEQ148795;18,260.28
AGRO;CEQ148796;3,313.33
AGRO;CEQ148797;8,726.65
AGRO;CEQ148798;4,506.17
AGRO;CEQ148799;15,688.74
AGRO;CEQ148800;6,865.43
AGRO;CEQ148801;7,877.00
AGRO;CEQ148802;3,542.37
AGRO;CEQ148803;15,901.06
AGRO;CEQ148804;17,113.50
AGRO;CEQ148805;1,983.83
AGRO;CEQ148806;8,087.76
AGRO;CEQ148807;5,243.92
AGRO;CEQ148808;627.84
AGRO;CEQ148809;14,256.62
AGRO;CEQ148810;4,078.79
AGRO;CEQ148811;4,929.92
AGRO;CEQ148812;7,949.48
AGRO;CEQ148813;1,696.03
AGRO;CEQ148814;7,076.05
AGRO;CEQ148815;1,218.89
AGRO;CEQ148816;8,822.76
AGRO;CEQ148817;579.35
AGRO;CEQ148818;1,362.34
AGRO;CEQ148819;7,427.23
AGRO;CEQ148820;6,397.94
AGRO;CEQ148821;2,644.95
AGRO;CEQ148822;2,173.34
AGRO;CEQ148823;105,646.05
AGRO;CEQ148824;11,432.59
AGRO;CEQ148825;21,636.08
AGRO;CEQ148826;1,100.17
AGRO;CEQ148827;15,347.07
AGRO;CEQ148828;954.67
AGRO;CEQ148829;6,303.97
AGRO;CEQ148830;506.70
AGRO;CEQ148831;5,866.22
AGRO;CEQ148832;9,209.30
AGRO;CEQ148833;5,035.92
AGRO;CEQ148834;18,651.59
AGRO;CEQ148835;36,660.17
AGRO;CEQ148836;9,261.75
AGRO;CEQ148837;25,238.08
AGRO;CEQ148838;16,196.08
AGRO;CEQ148839;9,576.71
AGRO;CEQ148840;216.86
AGRO;CEQ148841;2,158.42
AGRO;CEQ148842;11,695.73
AGRO;CEQ148843;9,207.42
AGRO;CEQ148844;1,057.61
AGRO;CEQ148845;14,739.01
AGRO;CEQ148846;3,488.38
AGRO;CEQ148847;4,235.38
AGRO;CEQ148848;16,733.57
AGRO;CEQ148849;89,177.47
AGRO;CEQ148850;12,386.74
AGRO;CEQ148851;97,015.15
AGRO;CEQ148852;8,295.94
AGRO;CEQ148853;26,798.62
AGRO;CEQ148854;8,326.70
AGRO;CEQ148855;167.20
AGRO;CEQ148856;854.05
AGRO;CEQ148857;18,354.29
AGRO;CEQ148858;12,039.59
AGRO;CEQ148859;6,994.31
AGRO;CEQ148860;3,943.10
AGRO;CEQ148861;3,711.08
AGRO;CEQ148862;6,226.28
AGRO;CEQ148863;48,700.37
AGRO;CEQ148864;3,290.02
AGRO;CEQ148865;1,262.25
AGRO;CEQ148866;3,905.38
AGRO;CEQ148867;61.38
AGRO;CEQ148868;2,834.11
AGRO;CEQ148869;2,517.35
AGRO;CEQ148870;16,685.85
AGRO;CEQ148871;5,000.00
AGRO;CEQ148872;2,948.57
AGRO;CEQ148873;39,795.13
AGRO;CEQ148874;8,783.65
AGRO;CEQ148875;18,779.61
AGRO;CEQ148876;1,237.96
AGRO;CEQ148877;12,106.71
AGRO;CEQ148878;26,148.71
AGRO;CEQ148879;17,234.54
AGRO;CEQ148880;9,916.88
AGRO;CEQ148881;240.80
AGRO;CEQ148882;6,905.34
AGRO;CEQ148883;17,910.38
AGRO;CEQ148884;8,068.23
AGRO;CEQ148885;1,568.33
AGRO;CEQ148886;34,041.47
AGRO;CEQ148887;11,030.56
AGRO;CEQ148888;33,134.78
AGRO;CEQ148889;1,443.09
AGRO;CEQ148890;1,002.85
AGRO;CEQ148891;11,780.80
AGRO;CEQ148892;27,431.32
AGRO;CEQ148893;5,249.54
AGRO;CEQ148894;16,691.36
AGRO;CEQ148895;5,282.95
AGRO;CEQ148896;18,683.98
AGRO;CEQ148897;3,951.60
AGRO;CEQ148898;15,853.52
AGRO;CEQ148899;1,880.27
AGRO;CEQ148900;6,599.08
AGRO;CEQ148901;1,893.68
AGRO;CEQ148902;13,908.09
AGRO;CEQ148903;12,906.73
AGRO;CEQ148904;70,798.68
AGRO;CEQ148905;676.31
AGRO;CEQ148906;11,004.56
AGRO;CEQ148907;5,444.17
AGRO;CEQ148908;484.86
AGRO;CEQ148909;14,780.60
AGRO;CEQ148910;11,561.35
AGRO;CEQ148911;44,073.80
AGRO;CEQ148912;417.39
AGRO;CEQ148913;46,191.15
AGRO;CEQ148914;5,653.02
AGRO;CEQ148915;10,385.37
AGRO;CEQ148916;22,251.97
AGRO;CEQ148917;44,702.53
AGRO;CEQ148918;3,030.78
AGRO;CEQ148919;26,949.58
AGRO;CEQ148920;22,245.27
AGRO;CEQ148921;4,091.91
AGRO;CEQ148922;8,134.51
AGRO;CEQ148923;5,749.99
AGRO;CEQ148924;30,509.78
AGRO;CEQ148925;20,082.92
AGRO;CEQ148926;10,902.41
AGRO;CEQ148927;10,779.26
AGRO;CEQ148928;5,777.31
AGRO;CEQ148929;3,011.98
AGRO;CEQ148930;1,022.42
AGRO;CEQ148931;16,928.72
AGRO;CEQ148932;7,508.32
AGRO;CEQ148933;11,773.62
AGRO;CEQ148934;21,067.38
AGRO;CEQ148935;5,368.90
AGRO;CEQ148936;18,810.83
AGRO;CEQ148937;608.63
AGRO;CEQ148938;3,951.61
AGRO;CEQ148939;23,113.57
AGRO;CEQ148940;23.97
AGRO;CEQ148941;49,511.02
AGRO;CEQ148942;18,561.53
AGRO;CEQ148943;822.49
AGRO;CEQ148944;5,507.53
AGRO;CEQ148945;560.00
AGRO;CEQ148946;5,787.63
AGRO;CEQ148947;480.74
AGRO;CEQ148948;3,032.83
AGRO;CEQ148949;4,500.00
AGRO;CEQ148950;5,000.00
AGRO;CEQ148951;688.69
AGRO;CEQ148952;38,880.62
AGRO;CEQ148953;35,425.20
AGRO;CEQ148954;21,393.62
AGRO;CEQ148955;18,860.11
AGRO;CEQ148956;1,480.25
AGRO;CEQ148957;22,215.91
AGRO;CEQ148958;26,337.34
AGRO;CEQ148959;53,963.96
AGRO;CEQ148960;4,759.22
AGRO;CEQ148961;1,094.43
AGRO;CEQ148962;42,307.83
AGRO;CEQ148963;10,568.74
AGRO;CEQ148964;3,796.68
AGRO;CEQ148965;13,537.68
AGRO;CEQ148966;92,507.79
AGRO;CEQ148967;14,051.97
AGRO;CEQ148968;2,701.33
AGRO;CEQ148969;1,071.55
AGRO;CEQ148970;15,229.59
AGRO;CEQ148971;33,658.40
AGRO;CEQ148972;7,342.53
AGRO;CEQ148973;18,567.38
AGRO;CEQ148974;21,326.14
AGRO;CEQ148975;34,367.94
AGRO;CEQ148976;22,716.90
AGRO;CEQ148977;29,827.31
AGRO;CEQ148978;698.74
AGRO;CEQ148979;8,174.77
AGRO;CEQ148980;14,387.63
AGRO;CEQ148981;8,014.07
AGRO;CEQ148982;30,559.29
AGRO;CEQ148983;50,163.77
AGRO;CEQ148984;2,004.58
AGRO;CEQ148985;400.00
AGRO;CEQ148986;13,372.82
AGRO;CEQ148987;610.24
AGRO;CEQ148988;7,282.88
AGRO;CEQ148989;4,975.10
AGRO;CEQ148990;31,270.41
AGRO;CEQ148991;6,153.35
AGRO;CEQ148992;14,987.18
AGRO;CEQ148993;5,905.16
AGRO;CEQ148994;11,902.89
AGRO;CEQ148995;14,541.81
AGRO;CEQ148996;73,036.48
AGRO;CEQ148997;15,048.53
AGRO;CEQ148998;32,574.33
AGRO;CEQ148999;84,513.73
AGRO;CEQ149000;6,829.08
AGRO;CEQ149001;12,738.11
AGRO;CEQ149002;19,040.33
AGRO;CEQ149003;32,204.29
AGRO;CEQ149004;316.11
AGRO;CEQ149005;24,279.36
AGRO;CEQ149006;31,015.35
AGRO;CEQ149007;14,517.18
AGRO;CEQ149008;3,372.57
AGRO;CEQ149009;22,787.69
AGRO;CEQ149010;33,970.12
AGRO;CEQ149011;5,729.73
AGRO;CEQ149012;2,207.57
AGRO;CEQ149013;14,836.78
AGRO;CEQ149014;1,469.74
AGRO;CEQ149015;3,428.99
AGRO;CEQ149016;11,374.09
AGRO;CEQ149017;924.61
AGRO;CEQ149018;5,000.00
AGRO;CEQ149019;32,187.92
AGRO;CEQ149020;10,196.29
AGRO;CEQ149021;216.00
AGRO;CEQ149022;1,880.44
AGRO;CEQ149023;144.54
AGRO;CEQ149024;2,523.80
AGRO;CEQ149025;1,677.87
AGRO;CEQ149026;12,510.15
AGRO;CEQ149027;3,721.27
AGRO;CEQ149028;16,574.01
AGRO;CEQ149029;17,806.04
AGRO;CEQ149030;13,623.45
AGRO;CEQ149031;68,273.78
AGRO;CEQ149032;51,792.30
AGRO;CEQ149033;8,715.37
AGRO;CEQ149034;22,830.00
AGRO;CEQ149035;4,256.48
AGRO;CEQ149036;3,012.05
AGRO;CEQ149037;8,088.89
AGRO;CEQ149038;31,554.13
AGRO;CEQ149039;973.20
AGRO;CEQ149040;11,226.66
AGRO;CEQ149041;24,404.85
AGRO;CEQ149042;61,959.60
AGRO;CEQ149043;13,361.75
AGRO;CEQ149044;13,089.34
AGRO;CEQ149045;8,156.45
AGRO;CEQ149046;10.29
AGRO;CEQ149047;7,051.22
AGRO;CEQ149048;325.39
AGRO;CEQ149049;375.00
AGRO;CEQ149050;1,816.71
AGRO;CEQ149051;4,759.22
AGRO;CEQ149052;37,471.08
AGRO;CEQ149053;5,681.27
AGRO;CEQ149054;4,108.15
AGRO;CEQ149055;52,272.78
AGRO;CEQ149056;12,816.00
AGRO;CEQ149057;17,054.16
AGRO;CEQ149058;22,364.83
AGRO;CEQ149059;17,074.80
AGRO;CEQ149060;36,811.06
AGRO;CEQ149061;4,959.47
AGRO;CEQ149062;2,000.00
AGRO;CEQ149063;16,677.20
AGRO;CEQ149064;421.55
AGRO;CEQ149065;14,244.10
AGRO;CEQ149066;40,755.90
AGRO;CEQ149067;13,849.40
AGRO;CEQ149068;14,633.38
AGRO;CEQ149069;22,334.03
AGRO;CEQ149070;14,315.36
AGRO;CEQ149071;8,337.86
AGRO;CEQ149072;28,666.38
AGRO;CEQ149073;10,673.90
AGRO;CEQ149074;152,034.92
AGRO;CEQ149075;176,994.64
AGRO;CEQ149076;17,167.93
AGRO;CEQ149077;15,567.45
AGRO;CEQ149078;17,771.53
AGRO;CEQ149079;53,705.11
AGRO;CEQ149080;93,106.67
AGRO;CEQ149081;8,616.64
AGRO;CEQ149082;41,808.72
AGRO;CEQ149083;26,443.43
AGRO;CEQ149084;155,346.61
AGRO;CEQ149085;53,803.74
AGRO;CEQ149086;2,901.44
AGRO;CEQ149087;4,611.09
AGRO;CEQ149088;1,401.01
AGRO;CEQ149089;7,463.44
AGRO;CEQ149090;21,163.11
AGRO;CEQ149091;2,502.94
AGRO;CEQ149092;6,146.77
AGRO;CEQ149093;308.75
AGRO;CEQ149094;507.50
AGRO;CEQ149095;863.30
AGRO;CEQ149096;2,030.14
AGRO;CEQ149097;10,635.54
AGRO;CEQ149098;3,344.12
AGRO;CEQ149099;5,349.17
AGRO;CEQ149100;3,106.37
AGRO;CEQ149101;5,813.02
AGRO;CEQ149102;11,480.05
AGRO;CEQ149103;6,531.69
AGRO;CEQ149104;7,171.01
AGRO;CEQ149105;4,350.64
AGRO;CEQ149106;1,075.23
AGRO;CEQ149107;19,042.83
AGRO;CEQ149108;5,632.44
AGRO;CEQ149109;24,055.03
AGRO;CEQ149110;9,916.47
AGRO;CEQ149111;400.00
AGRO;CEQ149112;4,783.36
AGRO;CEQ149113;17,518.70
AGRO;CEQ149114;10,631.76
AGRO;CEQ149115;1,226.74
AGRO;CEQ149116;8,314.19
AGRO;CEQ149117;7,092.84
AGRO;CEQ149118;910.88
AGRO;CEQ149119;44.44
AGRO;CEQ149120;24,451.34
AGRO;CEQ149121;8,477.68
AGRO;CEQ149122;4,435.85
AGRO;CEQ149123;1,984.55
AGRO;CEQ149124;127,354.79
AGRO;CEQ149125;5,128.79
AGRO;CEQ149126;190.24
AGRO;CEQ149127;2,421.86
AGRO;CEQ149128;14,761.65
AGRO;CEQ149129;571.08
AGRO;CEQ149130;53,386.30
AGRO;CEQ149131;5,048.70
AGRO;CEQ149132;7,813.80
AGRO;CEQ149133;940.00
AGRO;CEQ149134;960.40
AGRO;CEQ149135;1,762.76
AGRO;CEQ149136;3,744.44
AGRO;CEQ149137;51,824.94
AGRO;CEQ149138;20,305.77
AGRO;CEQ149139;1,372.96
AGRO;CEQ149140;3,244.92
AGRO;CEQ149141;54,627.62
AGRO;CEQ149142;691.24
AGRO;CEQ149143;6,030.77
AGRO;CEQ149144;24,328.20
AGRO;CEQ149145;14,766.98
AGRO;CEQ149146;21,782.40
AGRO;CEQ149147;20,873.38
AGRO;CEQ149148;6,158.00
AGRO;CEQ149149;2,292.00
AGRO;CEQ149150;80,240.01
AGRO;CEQ149151;10,458.81
AGRO;CEQ149152;11,972.02
AGRO;CEQ149153;12,279.53
AGRO;CEQ149154;13,035.33
AGRO;CEQ149155;2,917.92
AGRO;CEQ149156;16,762.00
AGRO;CEQ149157;2,993.23
AGRO;CEQ149158;1,440.06
AGRO;CEQ149159;3,776.95
AGRO;CEQ149160;14.78
AGRO;CEQ149161;34.69
AGRO;CEQ149162;3,350.57
AGRO;CEQ149163;2,427.21
AGRO;CEQ149164;927.39
AGRO;CEQ149165;6,749.63
AGRO;CEQ149166;938.52
AGRO;CEQ149167;8,094.14
AGRO;CEQ149168;15,110.00
AGRO;CEQ149169;3,055.49
AGRO;CEQ149170;5,752.33
AGRO;CEQ149171;9,120.33
AGRO;CEQ149172;30,696.61
AGRO;CEQ149173;9,992.91
AGRO;CEQ149174;19,455.30
AGRO;CEQ149175;9,236.43
AGRO;CEQ149176;8,024.27
AGRO;CEQ149177;62.32
AGRO;CEQ149178;7,730.86
AGRO;CEQ149179;75,434.54
AGRO;CEQ149180;6,918.70
AGRO;CEQ149181;5,927.88
AGRO;CEQ149182;35,119.73
AGRO;CEQ149183;11,642.32
AGRO;CEQ149184;4,650.05
AGRO;CEQ149185;4,090.15
AGRO;CEQ149186;10,299.64
AGRO;CEQ149187;15,107.90
AGRO;CEQ149188;9,544.31
AGRO;CEQ149189;13,951.17
AGRO;CEQ149190;53,989.56
AGRO;CEQ149191;3,493.51
AGRO;CEQ149192;29,473.53
AGRO;CEQ149193;10,573.50
AGRO;CEQ149194;2,128.52
AGRO;CEQ149195;8,066.22
AGRO;CEQ149196;10,303.45
AGRO;CEQ149197;10,592.05
AGRO;CEQ149198;5,098.48
AGRO;CEQ149199;10,085.03
AGRO;CEQ149200;95,612.64
AGRO;CEQ149201;3,654.20
AGRO;CEQ149202;116.90
AGRO;CEQ149203;66,566.16
AGRO;CEQ149204;3,678.36
AGRO;CEQ149205;2,339.55
AGRO;CEQ149206;6,218.88
AGRO;CEQ149207;17,061.51
AGRO;CEQ149208;7,467.17
AGRO;CEQ149209;7,448.28
AGRO;CEQ149210;55,194.55
AGRO;CEQ149211;33,648.70
AGRO;CEQ149212;8,040.88
AGRO;CEQ149213;11,971.96
